jd,filter,tag,mag,emag
2459467.84,ZTF_i,P48,18.86,0.05
2459468.9,ZTF_r,P48,18.94,0.04
2459468.93,ZTF_g,P48,19.38,0.05
2459470.84,ZTF_i,P48,18.91,0.06
2459470.9,ZTF_g,P48,19.51,0.06
2459470.92,ZTF_r,P48,19.06,0.04
2459472.89,ZTF_r,P48,19.14,0.05
2459472.91,ZTF_g,P48,19.76,0.08
2459473.9,ZTF_i,P48,19.07,0.09
2459474.78,ZTF_r,P48,19.12,0.07
2459474.78,ZTF_r,P48,19.07,0.07
2459474.88,ZTF_g,P48,19.87,0.13
2459474.88,ZTF_g,P48,19.56,0.1
2459476.84,ZTF_r,P48,19.07,0.1
2459476.97,ZTF_g,P48,20.05,0.26
2459477.75,ZTF_r,P48,19.16,0.13
2459477.75,ZTF_r,P48,19.04,0.09
2459477.82,ZTF_g,P48,19.74,0.23
2459477.82,ZTF_g,P48,19.93,0.26
2459477.94,ZTF_i,P48,19.21,0.14
2459483.85,ZTF_r,P48,19.18,0.09
2459484.8,ZTF_i,P48,19.15,0.08
2459484.82,ZTF_r,P48,19.18,0.05
2459484.87,ZTF_g,P48,19.84,0.11
2459485.87,ZTF_r,P48,19.02,0.23
2459485.87,ZTF_r,P48,18.9,0.26
2459486.79,ZTF_r,P48,19.23,0.06
2459487.78,ZTF_i,P48,19.06,0.08
2459487.91,ZTF_g,P48,19.58,0.09
2459488.77,ZTF_g,P48,19.63,0.08
2459488.78,ZTF_g,P48,19.66,0.07
2459488.82,ZTF_r,P48,19.16,0.05
2459488.82,ZTF_r,P48,19.25,0.05
2459489.84,ZTF_g,P48,19.71,0.08
2459489.9,ZTF_r,P48,19.11,0.06
2459490.79,ZTF_r,P48,18.96,0.07
2459490.84,ZTF_g,P48,19.67,0.06
2459490.84,ZTF_g,P48,19.63,0.06
2459491.72,ZTF_r,P48,19.11,0.06
2459496.85,ZTF_i,P48,19.08,0.09
2459497.8,ZTF_r,P48,19.11,0.05
2459502.8,ZTF_i,P48,18.92,0.09
2459502.87,ZTF_r,P48,19.03,0.07
2459502.87,ZTF_r,P48,19.01,0.07
2459502.89,ZTF_g,P48,19.36,0.08
2459502.89,ZTF_g,P48,19.37,0.08
2459503.79,ZTF_r,P48,18.98,0.08
2459503.83,ZTF_g,P48,19.51,0.12
2459504.73,ZTF_g,P48,19.19,0.11
2459504.73,ZTF_g,P48,19.26,0.1
2459504.8,ZTF_r,P48,19.07,0.16
2459504.81,ZTF_r,P48,18.98,0.15
2459505.65,ZTF_i,P48,19.08,0.14
2459509.74,ZTF_r,P48,18.83,0.07
2459509.8,ZTF_i,P48,18.97,0.09
2459510.75,ZTF_g,P48,19.0,0.08
2459510.75,ZTF_g,P48,19.16,0.09
2459512.72,ZTF_g,P48,19.12,0.06
2459512.75,ZTF_i,P48,19.02,0.08
2459517.72,ZTF_g,P48,19.25,0.04
2459517.72,ZTF_g,P48,19.18,0.04
2459517.74,ZTF_r,P48,18.88,0.03
2459517.74,ZTF_r,P48,18.85,0.03
2459517.82,ZTF_i,P48,19.0,0.06
2459518.77,ZTF_g,P48,19.25,0.04
2459520.73,ZTF_r,P48,18.97,0.04
2459520.82,ZTF_i,P48,18.97,0.06
2459522.69,ZTF_r,P48,18.9,0.04
2459522.76,ZTF_g,P48,19.15,0.04
2459523.74,ZTF_i,P48,18.97,0.06
2459524.71,ZTF_r,P48,18.9,0.04
2459524.81,ZTF_g,P48,19.11,0.04
2459526.73,ZTF_g,P48,19.08,0.04
2459526.74,ZTF_r,P48,18.89,0.03
2459526.79,ZTF_i,P48,18.93,0.06
2459529.69,ZTF_r,P48,18.95,0.04
2459529.76,ZTF_g,P48,19.2,0.07
2459529.78,ZTF_i,P48,19.11,0.09
2459530.64,ZTF_g,P48,19.28,0.1
2459530.73,ZTF_r,P48,19.06,0.05
2459531.74,ZTF_r,P48,18.88,0.05
2459531.74,ZTF_r,P48,18.81,0.06
2459531.82,ZTF_g,P48,19.2,0.15
2459531.82,ZTF_g,P48,19.05,0.11
2459532.64,ZTF_r,P48,18.93,0.06
2459532.66,ZTF_i,P48,18.93,0.07
2459532.69,ZTF_g,P48,19.17,0.09
2459537.74,ZTF_g,P48,18.94,0.16
2459537.74,ZTF_g,P48,19.16,0.19
2459537.81,ZTF_r,P48,18.91,0.08
2459537.81,ZTF_r,P48,18.86,0.07
2459538.64,ZTF_i,P48,19.12,0.1
2459538.69,ZTF_g,P48,19.11,0.09
2459538.76,ZTF_r,P48,18.88,0.06
2459540.7,ZTF_r,P48,19.04,0.08
2459540.7,ZTF_r,P48,19.02,0.07
2459540.76,ZTF_g,P48,19.04,0.11
2459540.76,ZTF_g,P48,19.18,0.11
2459542.68,ZTF_r,P48,18.95,0.04
2459542.74,ZTF_i,P48,19.14,0.09
2459542.76,ZTF_g,P48,19.26,0.09
2459550.63,ZTF_r,P48,19.13,0.06
2459550.63,ZTF_r,P48,19.22,0.06
2459550.69,ZTF_i,P48,19.21,0.07
2459622.61,ZTF_r,P48,20.42,0.33
2459622.62,ZTF_r,P48,20.15,0.28
2459622.63,ZTF_r,P48,20.4,0.36
2459623.61,ZTF_r,P48,20.11,0.25
2459623.62,ZTF_r,P48,20.08,0.25
2459623.62,ZTF_r,P48,20.34,0.32
2459624.61,ZTF_r,P48,20.12,0.33
2459624.62,ZTF_r,P48,20.33,0.35
2459624.63,ZTF_r,P48,20.14,0.3
2459636.62,ZTF_r,P48,19.95,0.31
2459784.94,ZTF_r,P48,21.41,0.27
2459784.97,ZTF_g,P48,21.48,0.34
2459787.92,ZTF_r,P48,21.45,0.35
2459817.88,ZTF_r,P48,21.48,0.34
2459817.92,ZTF_g,P48,21.38,0.29
2458345.12,o,P48,19.67,0.35
2458351.1,o,P48,20.33,0.27
2458377.03,o,P48,20.56,0.34
2458379.03,o,P48,19.85,0.18
2458380.02,o,P48,20.1,0.18
2458394.99,o,P48,19.64,0.17
2458407.96,o,P48,20.18,0.27
2458428.92,o,P48,20.09,0.26
2458431.94,c,P48,20.53,0.3
2458451.85,o,P48,20.75,0.33
2458479.78,o,P48,20.42,0.31
2458499.72,o,P48,20.02,0.35
2458703.95,c,P48,20.04,0.18
2458719.96,o,P48,20.51,0.34
2458723.95,c,P48,20.46,0.23
2458737.97,o,P48,19.86,0.24
2458754.04,o,P48,20.33,0.33
2458757.92,o,P48,20.24,0.21
2458763.82,o,P48,20.08,0.28
2458779.96,c,P48,20.52,0.26
2458780.88,o,P48,20.63,0.35
2458781.87,o,P48,19.61,0.15
2458787.92,c,P48,20.58,0.34
2458789.76,o,P48,20.06,0.27
2458836.8,o,P48,20.38,0.22
2458841.81,o,P48,19.92,0.18
2458871.72,c,P48,20.34,0.29
2459028.11,c,P48,20.15,0.23
2459048.08,c,P48,19.59,0.17
2459074.08,o,P48,20.45,0.29
2459076.11,o,P48,20.2,0.31
2459083.01,c,P48,20.31,0.2
2459104.03,o,P48,19.87,0.29
2459113.97,o,P48,20.11,0.25
2459114.99,c,P48,20.12,0.2
2459135.94,c,P48,20.33,0.28
2459147.89,o,P48,19.95,0.31
2459169.85,o,P48,20.76,0.35
2459189.82,o,P48,20.57,0.36
2459195.82,c,P48,20.2,0.22
2459227.8,c,P48,20.33,0.25
2459402.1,o,P48,20.32,0.35
2459404.11,c,P48,20.51,0.25
2459406.05,o,P48,19.95,0.2
2459410.05,o,P48,20.15,0.23
2459414.05,o,P48,19.44,0.13
2459416.06,c,P48,19.78,0.17
2459421.01,o,P48,19.11,0.13
2459422.0,o,P48,19.19,0.19
2459426.11,o,P48,19.27,0.13
2459429.12,o,P48,18.95,0.08
2459430.07,o,P48,19.07,0.08
2459432.08,o,P48,18.95,0.08
2459434.03,c,P48,18.97,0.12
2459436.04,o,P48,18.75,0.09
2459438.07,c,P48,18.88,0.05
2459442.02,c,P48,18.84,0.05
2459444.09,o,P48,18.43,0.05
2459445.99,o,P48,18.65,0.08
2459446.86,o,P48,18.55,0.15
2459448.09,o,P48,18.57,0.09
2459448.96,o,P48,18.5,0.11
2459453.97,o,P48,18.67,0.1
2459455.97,o,P48,18.43,0.06
2459457.99,o,P48,18.69,0.07
2459462.02,o,P48,18.67,0.06
2459464.06,c,P48,18.79,0.09
2459465.93,o,P48,18.67,0.06
2459468.03,c,P48,18.89,0.09
2459469.93,o,P48,19.05,0.15
2459482.01,o,P48,19.22,0.24
2459485.99,o,P48,19.17,0.16
2459486.85,o,P48,18.91,0.07
2459488.0,o,P48,19.26,0.12
2459488.94,o,P48,19.04,0.12
2459490.07,o,P48,19.51,0.18
2459491.93,o,P48,18.67,0.08
2459493.9,o,P48,18.93,0.16
2459496.84,o,P48,18.78,0.09
2459497.99,o,P48,18.8,0.1
2459500.84,o,P48,19.17,0.14
2459501.93,o,P48,18.78,0.08
2459502.81,o,P48,19.14,0.34
2459509.93,o,P48,18.96,0.17
2459510.89,o,P48,18.94,0.14
2459511.89,o,P48,19.01,0.12
2459513.93,o,P48,18.79,0.09
2459515.89,c,P48,18.99,0.11
2459517.9,o,P48,18.67,0.07
2459518.89,c,P48,18.69,0.05
2459519.87,c,P48,18.68,0.06
2459521.92,o,P48,18.76,0.09
2459523.89,c,P48,18.75,0.06
2459525.85,o,P48,18.92,0.09
2459527.87,c,P48,18.96,0.11
2459529.9,o,P48,19.08,0.2
2459530.85,o,P48,18.95,0.13
2459538.92,o,P48,18.84,0.15
2459539.92,o,P48,19.17,0.21
2459541.87,o,P48,18.89,0.14
2459542.8,o,P48,18.55,0.06
2459543.8,o,P48,18.89,0.1
2459545.83,o,P48,18.78,0.09
2459551.78,o,P48,18.89,0.08
2459557.76,o,P48,19.12,0.12
2459564.78,o,P48,19.39,0.36
2459565.76,o,P48,19.08,0.21
2459569.86,o,P48,19.29,0.26
2459573.77,o,P48,18.98,0.1
2459587.77,o,P48,19.26,0.15
2459589.73,o,P48,19.62,0.32
2459591.73,o,P48,19.71,0.27
2459597.72,o,P48,19.63,0.35
2459601.74,o,P48,19.65,0.27
2459754.09,o,P48,20.14,0.34
2459759.08,c,P48,20.06,0.27
2459771.09,o,P48,20.43,0.28
2459791.86,c,P48,19.49,0.26
2459792.95,c,P48,20.27,0.32
2459800.94,o,P48,20.14,0.28
2459808.89,o,P48,19.84,0.33
2459809.98,o,P48,20.09,0.24
2459817.06,o,P48,20.05,0.3
2459819.73,c,P48,20.03,0.17
2459820.9,c,P48,20.42,0.36
2459824.07,o,P48,20.24,0.28
2459838.97,o,P48,20.37,0.23
2459841.0,o,P48,20.44,0.27
2459843.7,o,P48,20.09,0.29
2459843.98,c,P48,21.17,0.29
2459844.9,o,P48,19.9,0.23
2459845.99,o,P48,19.62,0.19
2459847.01,o,P48,19.65,0.19
2459848.87,o,P48,19.97,0.27
2459849.91,o,P48,20.09,0.26
2459851.97,c,P48,19.53,0.14
2459853.95,o,P48,20.45,0.35
2459857.16,o,P48,20.69,0.33
2459868.93,o,P48,20.28,0.25
2459870.03,o,P48,19.79,0.21
